epoch,num_iter_train,error_train_mean,error_train_sd,num_iter_valid_mean,num_iter_valid_sd,runtime_train,runtime_valid,num_subdomains,lr,seed
0,6,1.1648557693813968e-05,5.199437365105659e-05,6.0,0.0,2.794243335723877,0.4844808578491211,2,0.001,42
1,14,8.055613520849672e-06,3.297206501907521e-05,6.0,0.0,1.8989176750183105,0.4844808578491211,2,0.001,42
2,5,1.0905265667757597e-05,3.0151931980818894e-05,6.0,0.0,1.7535083293914795,0.4844808578491211,2,0.001,42
3,11,1.8936476331821672e-07,1.1826157398510598e-07,6.0,0.0,2.1157522201538086,0.4844808578491211,2,0.001,42
4,4,3.35006648386564e-05,6.646665061285451e-05,6.0,0.0,1.9060444831848145,0.4844808578491211,2,0.001,42
5,14,1.1210428730835535e-05,3.076228094974851e-05,6.0,0.0,1.7689335346221924,0.4844808578491211,2,0.001,42
6,7,7.477897698587002e-06,2.265346975399903e-05,6.0,0.0,1.6384124755859375,0.4844808578491211,2,0.001,42
7,6,1.3833450111708967e-05,3.909436797284059e-05,6.0,0.0,1.5128824710845947,0.4844808578491211,2,0.001,42
8,4,1.1155181921602378e-06,2.628146696923589e-06,6.0,0.0,1.860905647277832,0.4844808578491211,2,0.001,42
9,9,1.054673086410403e-05,2.990484426053911e-05,6.0,0.0,1.5515050888061523,0.4844808578491211,2,0.001,42
10,5,8.87525656216986e-06,2.5614388557517466e-05,5.32,0.46647615158762407,1.4890077114105225,0.29583168029785156,2,0.001,42
11,6,1.075702726088739e-05,2.5734427861296256e-05,5.32,0.46647615158762407,1.78676176071167,0.29583168029785156,2,0.001,42
12,5,6.496729801862263e-06,1.900899085681661e-05,5.32,0.46647615158762407,1.9085404872894287,0.29583168029785156,2,0.001,42
13,10,3.4664678768210376e-07,2.871987740225672e-07,5.32,0.46647615158762407,1.812605381011963,0.29583168029785156,2,0.001,42
14,7,1.800681439993346e-06,7.090870885397545e-06,5.32,0.46647615158762407,1.9945998191833496,0.29583168029785156,2,0.001,42
15,4,4.7322697518932e-06,1.4652731799891789e-05,5.32,0.46647615158762407,1.6436717510223389,0.29583168029785156,2,0.001,42
16,5,7.820239573069827e-06,2.2691303530344356e-05,5.32,0.46647615158762407,1.786008596420288,0.29583168029785156,2,0.001,42
17,6,4.007126084059276e-06,9.909665836092285e-06,5.32,0.46647615158762407,1.822892665863037,0.29583168029785156,2,0.001,42
18,8,1.56221335320563e-06,5.816856205954203e-06,5.32,0.46647615158762407,1.719862461090088,0.29583168029785156,2,0.001,42
19,11,2.2654306948461238e-06,6.8728405316212015e-06,5.32,0.46647615158762407,1.902026653289795,0.29583168029785156,2,0.001,42
20,11,4.17981457280244e-06,1.9111060704265745e-05,5.44,0.4963869458396343,1.7411854267120361,0.445664644241333,2,0.001,42
21,12,5.27107990439021e-06,1.9415252555685972e-05,5.44,0.4963869458396343,1.5993237495422363,0.445664644241333,2,0.001,42
22,11,2.9739329574293704e-06,8.968764722097911e-06,5.44,0.4963869458396343,1.4258534908294678,0.445664644241333,2,0.001,42
23,3,9.328305297382316e-06,2.422016373119516e-05,5.44,0.4963869458396343,1.333860158920288,0.445664644241333,2,0.001,42
24,14,5.825105422154689e-06,2.3535284202761565e-05,5.44,0.4963869458396343,1.3719379901885986,0.445664644241333,2,0.001,42
25,13,3.5739535116503765e-06,9.996668540111126e-06,5.44,0.4963869458396343,1.4464256763458252,0.445664644241333,2,0.001,42
26,14,1.099611617776494e-05,2.603160660180319e-05,5.44,0.4963869458396343,1.4156935214996338,0.445664644241333,2,0.001,42
27,7,1.9630084589972696e-06,6.036004353858889e-06,5.44,0.4963869458396343,1.7602310180664062,0.445664644241333,2,0.001,42
28,5,1.2588474863487008e-05,4.349756427975327e-05,5.44,0.4963869458396343,1.4371609687805176,0.445664644241333,2,0.001,42
29,14,3.2144044588997874e-06,1.280549157629415e-05,5.44,0.4963869458396343,1.394648551940918,0.445664644241333,2,0.001,42
30,4,1.5628055001785985e-06,5.541763669903162e-06,5.44,0.4963869458396343,1.7811391353607178,0.4300849437713623,2,0.001,42
31,11,4.069379460166418e-06,1.2715392942548618e-05,5.44,0.4963869458396343,1.8963847160339355,0.4300849437713623,2,0.001,42
32,9,1.1819461948075666e-06,2.8539258644821347e-06,5.44,0.4963869458396343,1.7055692672729492,0.4300849437713623,2,0.001,42
33,11,4.175537815974282e-06,1.3277171732119402e-05,5.44,0.4963869458396343,1.8363420963287354,0.4300849437713623,2,0.001,42
34,7,5.295316326461805e-07,1.1479323894775082e-06,5.44,0.4963869458396343,2.0179836750030518,0.4300849437713623,2,0.001,42
35,14,2.534058837704953e-06,1.0251091055072557e-05,5.44,0.4963869458396343,1.8039467334747314,0.4300849437713623,2,0.001,42
36,9,9.940162328243645e-06,3.846632249011603e-05,5.44,0.4963869458396343,1.5529062747955322,0.4300849437713623,2,0.001,42
37,6,5.920468499700302e-06,1.5551568898133806e-05,5.44,0.4963869458396343,1.7296593189239502,0.4300849437713623,2,0.001,42
38,12,2.9068354388558017e-06,9.209436575561914e-06,5.44,0.4963869458396343,1.736330509185791,0.4300849437713623,2,0.001,42
39,4,2.2413520147605513e-06,8.515925800059726e-06,5.44,0.4963869458396343,1.702467679977417,0.4300849437713623,2,0.001,42
40,8,5.297606886139131e-06,1.634775846420007e-05,5.48,0.49959983987187184,1.6890408992767334,0.45439767837524414,2,0.001,42
41,11,3.1584957385892e-07,2.713148546039653e-07,5.48,0.49959983987187184,1.485302209854126,0.45439767837524414,2,0.001,42
42,7,4.048941358763148e-06,1.2884918317434977e-05,5.48,0.49959983987187184,1.346395492553711,0.45439767837524414,2,0.001,42
43,12,2.2323112452175657e-06,6.419895087105085e-06,5.48,0.49959983987187184,1.3509881496429443,0.45439767837524414,2,0.001,42
44,12,1.592891578804619e-05,5.057911165713951e-05,5.48,0.49959983987187184,1.4073119163513184,0.45439767837524414,2,0.001,42
45,10,6.085043344833229e-06,1.6453735201375843e-05,5.48,0.49959983987187184,1.519493579864502,0.45439767837524414,2,0.001,42
46,3,2.3426047274739807e-06,6.163714670786623e-06,5.48,0.49959983987187184,1.434457778930664,0.45439767837524414,2,0.001,42
47,7,1.6405764531758834e-05,4.909409375585305e-05,5.48,0.49959983987187184,1.4161524772644043,0.45439767837524414,2,0.001,42
48,12,9.162899597688097e-06,3.024647122023386e-05,5.48,0.49959983987187184,1.5526642799377441,0.45439767837524414,2,0.001,42
49,13,4.846615610914662e-06,1.5049358413897393e-05,5.48,0.49959983987187184,1.774458646774292,0.45439767837524414,2,0.001,42
50,13,4.5765085940862675e-06,1.4328712726339836e-05,5.4,0.4898979485566356,2.09686279296875,0.37233877182006836,2,0.001,42
51,4,4.6075465097135915e-07,8.281702549863485e-07,5.4,0.4898979485566356,1.7750096321105957,0.37233877182006836,2,0.001,42
52,7,7.977448534097606e-06,2.1286349772145935e-05,5.4,0.4898979485566356,1.6854352951049805,0.37233877182006836,2,0.001,42
53,5,2.6606684776410795e-06,1.0121863168437298e-05,5.4,0.4898979485566356,1.778932809829712,0.37233877182006836,2,0.001,42
54,9,3.6826743279148075e-06,1.611138419913759e-05,5.4,0.4898979485566356,1.8877720832824707,0.37233877182006836,2,0.001,42
55,11,4.403555187299267e-06,1.2131379856732115e-05,5.4,0.4898979485566356,1.6398890018463135,0.37233877182006836,2,0.001,42
56,5,6.3527434009880725e-06,1.5587120233903978e-05,5.4,0.4898979485566356,1.487994909286499,0.37233877182006836,2,0.001,42
57,11,1.0803117024151187e-06,2.8654558383375295e-06,5.4,0.4898979485566356,1.7335009574890137,0.37233877182006836,2,0.001,42
58,4,3.937479821407189e-06,1.6192920181658484e-05,5.4,0.4898979485566356,1.837345838546753,0.37233877182006836,2,0.001,42
59,12,7.532552047936088e-07,1.9630669455557897e-06,5.4,0.4898979485566356,1.6989200115203857,0.37233877182006836,2,0.001,42
60,6,7.543617611316347e-07,2.458614146637182e-06,5.48,0.49959983987187184,1.5813047885894775,0.47640132904052734,2,0.001,42
61,12,1.4634699087621826e-05,5.16900614881607e-05,5.48,0.49959983987187184,1.389359712600708,0.47640132904052734,2,0.001,42
62,11,6.976919851021365e-06,1.8706034646869253e-05,5.48,0.49959983987187184,1.340221643447876,0.47640132904052734,2,0.001,42
63,14,5.313322924262765e-07,1.002021759717402e-06,5.48,0.49959983987187184,1.4155268669128418,0.47640132904052734,2,0.001,42
64,7,5.601291273827275e-06,1.2567793261091915e-05,5.48,0.49959983987187184,1.5191397666931152,0.47640132904052734,2,0.001,42
65,3,5.1445182989639884e-06,1.8305258714248787e-05,5.48,0.49959983987187184,1.3517160415649414,0.47640132904052734,2,0.001,42
66,7,3.8343276835156814e-07,4.7267066090766793e-07,5.48,0.49959983987187184,1.4046521186828613,0.47640132904052734,2,0.001,42
67,14,3.885454679719938e-06,1.3314582691074978e-05,5.48,0.49959983987187184,1.755708932876587,0.47640132904052734,2,0.001,42
68,3,6.173817735577928e-06,1.8364447066969872e-05,5.48,0.49959983987187184,1.5614347457885742,0.47640132904052734,2,0.001,42
69,12,6.787050891211794e-06,2.0207323772329525e-05,5.48,0.49959983987187184,1.5937936305999756,0.47640132904052734,2,0.001,42
70,6,5.393233058316973e-06,2.0576846774444e-05,5.48,0.49959983987187184,1.8546886444091797,0.4663057327270508,2,0.001,42
71,13,1.399919129662743e-06,4.044272008638378e-06,5.48,0.49959983987187184,1.93910551071167,0.4663057327270508,2,0.001,42
72,11,7.748154162779735e-06,1.8097858961134957e-05,5.48,0.49959983987187184,1.7884581089019775,0.4663057327270508,2,0.001,42
73,4,9.70542919754331e-06,3.756202366979833e-05,5.48,0.49959983987187184,1.5743463039398193,0.4663057327270508,2,0.001,42
74,9,2.2089939389987596e-06,5.769849643832969e-06,5.48,0.49959983987187184,1.5838019847869873,0.4663057327270508,2,0.001,42
75,4,3.838861147664654e-06,9.155279904492067e-06,5.48,0.49959983987187184,1.6168067455291748,0.4663057327270508,2,0.001,42
76,6,3.2207510237906524e-06,1.35173031744319e-05,5.48,0.49959983987187184,2.0448687076568604,0.4663057327270508,2,0.001,42
77,9,4.598765119046376e-06,1.4507335769811156e-05,5.48,0.49959983987187184,1.7093558311462402,0.4663057327270508,2,0.001,42
